,col1,col2,col3
"2185",
"2188",
"2130",
"2201",
"2280",
"2220",
"2100",
"2110",
"2232",
"2282",
"2016",
"2013",
"2150",
"2060",
"2070",
"2164",
"2122",
"2020",
"2261",
"2170",
"2240",
"2090",
"2068",
"2050",
"2270",
"2180",
"2290",
"1069",
"1067",
"1061",
"1045",
"1031",
"1039",
"1097",
"1003",
"1053",
"1035",
"1129",
"1023",
"1025",
"1099",
"1131",
"1013",
"1041",
"1109",
"1011",
"1087",
"1085",
"1101",
"1051",
"1001",
"1047",
"1091",
"1119",
"1105",
"1021",
"1037",
"1123",
"1027",
"1121",
"1117",
"1007",
"1065",
"1063",
"1107",
"1125",
"1073",
"1127",
"1075",
"1057",
"1059",
"1093",
"1133",
"1043",
"1009",
"1115",
"1015",
"1055",
"1095",
"1103",
"1079",
"1033",
"1077",
"1083",
"1089",
"1071",
"1049",
"1019",
"1029",
"1111",
"1017",
"1081",
"1113",
"1005",
"5017",
"5003",
"5115",
"5101",
"5087",
"5047",
"5071",
"5083",
"5149",
"5105",
"5029",
"5045",
"5141",
"5129",
"5137",
"5023",
"5145",
"5063",
"5067",
"5147",
"5123",
"5035",
"5037",
"5111",
"5093",
"5031",
"5065",
"5075",
"5135",
"5055",
"5021",
"5121",
"5049",
"5005",
"5089",
"5009",
"5015",
"5007",
"5143",
"5033",
"5131",
"5127",
"5097",
"5051",
"5125",
"5119",
"5085",
"5117",
"5095",
"5077",
"5107",
"5069",
"5053",
"5059",
"5039",
"5025",
"5079",
"5001",
"5041",
"5043",
"5011",
"5013",
"5103",
"5099",
"5057",
"5019",
"5109",
"5061",
"5113",
"5133",
"5081",
"5091",
"5073",
"5027",
"5139",
"4015",
"4012",
"4003",
"4023",
"4019",
"4011",
"4009",
"4001",
"4017",
"4007",
"4021",
"4027",
"4013",
"4005",
"4025",
"6015",
"6093",
"6025",
"6065",
"6073",
"6059",
"6037",
"6111",
"6083",
"6079",
"6029",
"6071",
"6027",
"6107",
"6031",
"6039",
"6019",
"6053",
"6069",
"6047",
"6087",
"6081",
"6001",
"6085",
"6099",
"6043",
"6109",
"6051",
"6003",
"6009",
"6005",
"6077",
"6013",
"6017",
"6067",
"6095",
"6075",
"6041",
"6055",
"6097",
"6113",
"6061",
"6057",
"6091",
"6115",
"6101",
"6011",
"6033",
"6007",
"6021",
"6063",
"6103",
"6045",
"6023",
"6105",
"6089",
"6035",
"6049",
"8083",
"8067",
"8099",
"8011",
"8061",
"8017",
"8063",
"8125",
"8121",
"8095",
"8115",
"8075",
"8087",
"8009",
"8089",
"8025",
"8073",
"8039",
"8005",
"8123",
"8001",
"8031",
"8035",
"8041",
"8119",
"8101",
"8071",
"8055",
"8023",
"8021",
"8003",
"8105",
"8027",
"8043",
"8109",
"8015",
"8051",
"8097",
"8065",
"8093",
"8059",
"8047",
"8019",
"8117",
"8037",
"8013",
"8049",
"8069",
"8057",
"8107",
"8081",
"8103",
"8045",
"8029",
"8077",
"8085",
"8111",
"8033",
"8113",
"8091",
"8053",
"8079",
"8007",
"8014",
"9003",
"9005",
"9001",
"9009",
"9007",
"9011",
"9013",
"9015",
"10003",
"10005",
"10001",
"12005",
"12063",
"12015",
"12071",
"12051",
"12021",
"12087",
"12086",
"12011",
"12099",
"12115",
"12027",
"12043",
"12085",
"12111",
"12061",
"12093",
"12055",
"12049",
"12081",
"12103",
"12057",
"12053",
"12101",
"12097",
"12105",
"12095",
"12117",
"12069",
"12119",
"12017",
"12075",
"12083",
"12127",
"12009",
"12133",
"12059",
"12131",
"12091",
"12113",
"12033",
"12013",
"12045",
"12037",
"12029",
"12041",
"12001",
"12107",
"12035",
"12109",
"12019",
"12007",
"12125",
"12121",
"12067",
"12123",
"12129",
"12077",
"12039",
"12073",
"12065",
"12079",
"12047",
"12023",
"12003",
"12031",
"12089",
"13241",
"13281",
"13205",
"13007",
"13201",
"13099",
"13253",
"13087",
"13131",
"13275",
"13027",
"13071",
"13075",
"13173",
"13185",
"13101",
"13065",
"13003",
"13019",
"13155",
"13277",
"13321",
"13095",
"13037",
"13061",
"13239",
"13243",
"13273",
"13177",
"13081",
"13287",
"13017",
"13069",
"13005",
"13305",
"13229",
"13025",
"13299",
"13049",
"13039",
"13127",
"13191",
"13149",
"13143",
"13233",
"13115",
"13055",
"13313",
"13047",
"13295",
"13083",
"13183",
"13001",
"13161",
"13259",
"13307",
"13261",
"13315",
"13271",
"13309",
"13091",
"13235",
"13093",
"13193",
"13249",
"13197",
"13053",
"13215",
"13269",
"13263",
"13145",
"13285",
"13045",
"13223",
"13213",
"13129",
"13015",
"13067",
"13097",
"13077",
"13199",
"13231",
"13293",
"13079",
"13225",
"13153",
"13023",
"13175",
"13319",
"13289",
"13021",
"13009",
"13169",
"13207",
"13171",
"13255",
"13113",
"13063",
"13035",
"13151",
"13089",
"13121",
"13057",
"13227",
"13085",
"13117",
"13135",
"13247",
"13159",
"13217",
"13297",
"13013",
"13157",
"13059",
"13219",
"13211",
"13237",
"13141",
"13265",
"13133",
"13221",
"13317",
"13301",
"13189",
"13125",
"13163",
"13303",
"13167",
"13283",
"13209",
"13279",
"13179",
"13109",
"13267",
"13043",
"13107",
"13051",
"13029",
"13031",
"13165",
"13103",
"13251",
"13033",
"13245",
"13073",
"13181",
"13105",
"13195",
"13011",
"13139",
"13187",
"13123",
"13111",
"13291",
"13311",
"13137",
"13147",
"13119",
"13257",
"15007",
"15003",
"15009",
"15001",
"15005",
"19163",
"19045",
"19119",
"19167",
"19149",
"19035",
"19141",
"19143",
"19059",
"19041",
"19021",
"19151",
"19147",
"19063",
"19109",
"19091",
"19193",
"19093",
"19161",
"19025",
"19187",
"19073",
"19027",
"19047",
"19133",
"19085",
"19165",
"19009",
"19077",
"19001",
"19029",
"19155",
"19071",
"19129",
"19137",
"19145",
"19173",
"19003",
"19175",
"19159",
"19053",
"19039",
"19121",
"19049",
"19015",
"19079",
"19197",
"19081",
"19189",
"19195",
"19033",
"19069",
"19083",
"19169",
"19153",
"19181",
"19117",
"19185",
"19007",
"19135",
"19125",
"19099",
"19127",
"19075",
"19023",
"19067",
"19131",
"19089",
"19037",
"19017",
"19013",
"19171",
"19157",
"19123",
"19179",
"19051",
"19177",
"19101",
"19011",
"19095",
"19107",
"19183",
"19087",
"19111",
"19057",
"19115",
"19139",
"19103",
"19113",
"19031",
"19105",
"19019",
"19065",
"19191",
"19005",
"19043",
"19055",
"19061",
"19097",
"16043",
"16033",
"16009",
"16055",
"16017",
"16021",
"16057",
"16069",
"16061",
"16003",
"16087",
"16075",
"16015",
"16045",
"16027",
"16001",
"16039",
"16073",
"16025",
"16047",
"16053",
"16083",
"16031",
"16071",
"16077",
"16005",
"16041",
"16007",
"16029",
"16067",
"16063",
"16019",
"16011",
"16013",
"16085",
"16079",
"16035",
"16049",
"16037",
"16059",
"16023",
"16051",
"16065",
"16081",
"17183",
"17075",
"17003",
"17153",
"17127",
"17069",
"17151",
"17087",
"17181",
"17059",
"17165",
"17199",
"17077",
"17133",
"17157",
"17145",
"17055",
"17065",
"17193",
"17081",
"17189",
"17027",
"17163",
"17119",
"17005",
"17121",
"17191",
"17185",
"17047",
"17101",
"17159",
"17025",
"17079",
"17033",
"17023",
"17035",
"17049",
"17051",
"17173",
"17135",
"17083",
"17117",
"17013",
"17061",
"17021",
"17029",
"17045",
"17041",
"17139",
"17115",
"17167",
"17137",
"17171",
"17149",
"17009",
"17001",
"17067",
"17109",
"17169",
"17017",
"17129",
"17125",
"17107",
"17039",
"17147",
"17019",
"17053",
"17113",
"17179",
"17203",
"17143",
"17057",
"17187",
"17071",
"17131",
"17095",
"17175",
"17123",
"17155",
"17105",
"17091",
"17063",
"17197",
"17093",
"17099",
"17011",
"17073",
"17161",
"17103",
"17195",
"17015",
"17141",
"17037",
"17089",
"17043",
"17031",
"17097",
"17111",
"17007",
"17201",
"17177",
"17085",
"18127",
"18089",
"18123",
"18147",
"18173",
"18163",
"18129",
"18051",
"18125",
"18037",
"18025",
"18061",
"18043",
"18019",
"18115",
"18155",
"18077",
"18143",
"18175",
"18117",
"18101",
"18027",
"18083",
"18153",
"18055",
"18093",
"18071",
"18079",
"18137",
"18029",
"18047",
"18031",
"18005",
"18013",
"18105",
"18119",
"18021",
"18167",
"18165",
"18121",
"18133",
"18109",
"18081",
"18145",
"18139",
"18041",
"18161",
"18177",
"18065",
"18059",
"18097",
"18063",
"18011",
"18057",
"18135",
"18035",
"18095",
"18159",
"18023",
"18107",
"18045",
"18075",
"18009",
"18053",
"18067",
"18015",
"18157",
"18171",
"18007",
"18001",
"18179",
"18069",
"18169",
"18103",
"18017",
"18181",
"18003",
"18183",
"18049",
"18131",
"18033",
"18113",
"18085",
"18099",
"18149",
"18073",
"18111",
"18151",
"18087",
"18039",
"18141",
"18091",
"20043",
"20013",
"20187",
"20129",
"20189",
"20067",
"20081",
"20175",
"20119",
"20069",
"20057",
"20025",
"20033",
"20097",
"20047",
"20151",
"20007",
"20077",
"20095",
"20155",
"20079",
"20173",
"20191",
"20035",
"20015",
"20019",
"20049",
"20073",
"20125",
"20205",
"20207",
"20099",
"20133",
"20001",
"20021",
"20037",
"20011",
"20075",
"20071",
"20199",
"20181",
"20023",
"20185",
"20093",
"20055",
"20083",
"20145",
"20031",
"20003",
"20107",
"20121",
"20059",
"20139",
"20111",
"20017",
"20127",
"20115",
"20113",
"20159",
"20169",
"20053",
"20009",
"20165",
"20135",
"20101",
"20171",
"20203",
"20109",
"20063",
"20195",
"20051",
"20167",
"20105",
"20143",
"20041",
"20061",
"20197",
"20177",
"20045",
"20091",
"20209",
"20103",
"20087",
"20005",
"20085",
"20149",
"20161",
"20027",
"20029",
"20123",
"20141",
"20163",
"20065",
"20179",
"20193",
"20153",
"20039",
"20147",
"20137",
"20183",
"20089",
"20157",
"20201",
"20117",
"20131",
"21105",
"21075",
"21013",
"21121",
"21235",
"21125",
"21051",
"21131",
"21095",
"21133",
"21119",
"21193",
"21189",
"21109",
"21065",
"21129",
"21025",
"21071",
"21115",
"21153",
"21237",
"21197",
"21049",
"21173",
"21165",
"21175",
"21063",
"21205",
"21011",
"21181",
"21069",
"21201",
"21023",
"21161",
"21135",
"21019",
"21089",
"21043",
"21127",
"21159",
"21195",
"21097",
"21017",
"21151",
"21203",
"21147",
"21137",
"21079",
"21113",
"21067",
"21239",
"21209",
"21073",
"21005",
"21167",
"21021",
"21045",
"21199",
"21231",
"21207",
"21053",
"21057",
"21001",
"21217",
"21155",
"21229",
"21215",
"21211",
"21103",
"21187",
"21081",
"21191",
"21037",
"21117",
"21015",
"21077",
"21041",
"21223",
"21185",
"21111",
"21029",
"21179",
"21123",
"21087",
"21169",
"21171",
"21213",
"21003",
"21009",
"21099",
"21093",
"21163",
"21091",
"21027",
"21085",
"21061",
"21227",
"21031",
"21141",
"21219",
"21177",
"21183",
"21059",
"21149",
"21107",
"21047",
"21221",
"21143",
"21033",
"21233",
"21101",
"21225",
"21055",
"21139",
"21035",
"21157",
"21083",
"21145",
"21039",
"21007",
"22103",
"22117",
"22081",
"22013",
"22061",
"22049",
"22127",
"22021",
"22073",
"22083",
"22041",
"22107",
"22065",
"22035",
"22123",
"22067",
"22111",
"22027",
"22119",
"22015",
"22017",
"22031",
"22085",
"22069",
"22043",
"22059",
"22025",
"22029",
"22009",
"22079",
"22115",
"22039",
"22003",
"22011",
"22053",
"22019",
"22023",
"22001",
"22097",
"22077",
"22121",
"22055",
"22113",
"22045",
"22047",
"22007",
"22099",
"22101",
"22109",
"22057",
"22093",
"22005",
"22033",
"22037",
"22091",
"22063",
"22095",
"22089",
"22105",
"22071",
"22087",
"22075",
"22125",
"22051",
"25027",
"25017",
"25019",
"25001",
"25025",
"25005",
"25023",
"25021",
"25009",
"25013",
"25015",
"25003",
"25011",
"25007",
"24001",
"24023",
"24037",
"24017",
"24047",
"24045",
"24043",
"24009",
"24041",
"24011",
"24029",
"24510",
"24033",
"24003",
"24027",
"24031",
"24035",
"24015",
"24025",
"24005",
"24013",
"24021",
"24039",
"24019",
"23003",
"23021",
"23013",
"23015",
"23023",
"23005",
"23031",
"23001",
"23017",
"23011",
"23027",
"23009",
"23029",
"23019",
"23007",
"23025",
"26053",
"26131",
"26115",
"26091",
"26059",
"26023",
"26149",
"26027",
"26021",
"26163",
"26161",
"26075",
"26025",
"26077",
"26159",
"26005",
"26015",
"26045",
"26065",
"26093",
"26125",
"26099",
"26147",
"26087",
"26049",
"26155",
"26037",
"26067",
"26139",
"26121",
"26081",
"26117",
"26057",
"26145",
"26151",
"26157",
"26063",
"26017",
"26111",
"26073",
"26107",
"26123",
"26127",
"26011",
"26051",
"26035",
"26133",
"26085",
"26105",
"26069",
"26129",
"26143",
"26113",
"26165",
"26101",
"26001",
"26135",
"26039",
"26079",
"26055",
"26019",
"26089",
"26007",
"26119",
"26137",
"26009",
"26029",
"26141",
"26031",
"26047",
"26097",
"26033",
"26095",
"26153",
"26003",
"26041",
"26109",
"26043",
"26103",
"26071",
"26083",
"26061",
"26013",
"27055",
"27045",
"27071",
"27077",
"27135",
"27069",
"27125",
"27113",
"27089",
"27119",
"27107",
"27087",
"27029",
"27007",
"27031",
"27075",
"27061",
"27057",
"27021",
"27159",
"27005",
"27027",
"27167",
"27111",
"27137",
"27017",
"27115",
"27065",
"27001",
"27035",
"27097",
"27153",
"27041",
"27051",
"27155",
"27011",
"27151",
"27149",
"27121",
"27145",
"27009",
"27095",
"27059",
"27025",
"27123",
"27003",
"27141",
"27171",
"27093",
"27067",
"27023",
"27163",
"27037",
"27053",
"27139",
"27019",
"27085",
"27143",
"27129",
"27073",
"27173",
"27081",
"27083",
"27127",
"27015",
"27103",
"27079",
"27131",
"27049",
"27157",
"27169",
"27109",
"27039",
"27147",
"27161",
"27013",
"27165",
"27033",
"27101",
"27117",
"27133",
"27105",
"27063",
"27091",
"27043",
"27047",
"27099",
"29143",
"29155",
"29005",
"29087",
"29165",
"29021",
"29003",
"29147",
"29227",
"29075",
"29063",
"29049",
"29047",
"29025",
"29061",
"29081",
"29129",
"29079",
"29117",
"29033",
"29177",
"29107",
"29095",
"29101",
"29083",
"29037",
"29185",
"29013",
"29039",
"29217",
"29057",
"29011",
"29097",
"29145",
"29119",
"29109",
"29009",
"29167",
"29209",
"29077",
"29213",
"29043",
"29225",
"29059",
"29085",
"29015",
"29159",
"29195",
"29041",
"29115",
"29211",
"29171",
"29197",
"29001",
"29121",
"29175",
"29089",
"29053",
"29019",
"29051",
"29135",
"29141",
"29131",
"29029",
"29169",
"29105",
"29229",
"29067",
"29153",
"29091",
"29215",
"29161",
"29125",
"29151",
"29027",
"29137",
"29205",
"29103",
"29199",
"29045",
"29111",
"29127",
"29173",
"29007",
"29139",
"29163",
"29113",
"29219",
"29073",
"29055",
"29065",
"29203",
"29149",
"29181",
"29035",
"29179",
"29093",
"29221",
"29071",
"29510",
"29183",
"29189",
"29099",
"29187",
"29186",
"29123",
"29223",
"29023",
"29069",
"29207",
"29017",
"29157",
"29031",
"29201",
"29133",
"28047",
"28059",
"28043",
"28161",
"28025",
"28155",
"28017",
"28013",
"28115",
"28081",
"28145",
"28071",
"28137",
"28107",
"28119",
"28135",
"28083",
"28133",
"28053",
"28051",
"28015",
"28097",
"28019",
"28105",
"28087",
"28095",
"28057",
"28117",
"28141",
"28003",
"28139",
"28009",
"28093",
"28033",
"28143",
"28027",
"28011",
"28151",
"28125",
"28055",
"28163",
"28007",
"28159",
"28103",
"28069",
"28099",
"28079",
"28089",
"28121",
"28049",
"28149",
"28063",
"28021",
"28029",
"28127",
"28129",
"28123",
"28101",
"28075",
"28023",
"28061",
"28067",
"28031",
"28065",
"28077",
"28085",
"28037",
"28001",
"28157",
"28005",
"28113",
"28147",
"28091",
"28073",
